No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Data,Info
1,0,192.168.11.43,192.168.11.24,TCP,74,0,,,36742  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=193273145 TSecr=0 WS=128
2,0.006912,192.168.11.24,192.168.11.43,TCP,74,0.006912,,,"6000  >  36742 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2888947855 TSecr=193273145 WS=128"
3,0.007024,192.168.11.43,192.168.11.24,TCP,66,0.000112,,,36742  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=193273155 TSecr=2888947855
4,0.007288,192.168.11.43,192.168.11.24,TCP,93,0.000264,,,"36742  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=193273155 TSecr=2888947855 [TCP segment of a reassembled PDU]"
5,0.007424,192.168.11.43,192.168.11.24,TCP,66,0.000136,,,"36742  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=193273155 TSecr=2888947855"
6,0.015742,192.168.11.24,192.168.11.43,TCP,66,0.008318,,,6000  >  36742 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=2888947863 TSecr=193273155
7,0.015974,192.168.11.24,192.168.11.43,TCP,66,0.000232,,,"6000  >  36742 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=2888947865 TSecr=193273155"
8,0.016023,192.168.11.43,192.168.11.24,TCP,66,0.000049,,,36742  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=193273164 TSecr=2888947865
9,0.046615,192.168.11.43,255.255.255.255,UDP,209,0.030592,Ÿ,7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303033222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,57880  >  7000 Len=167
10,0.057473,192.168.11.44,192.168.11.43,TCP,74,0.010858,œ,,57962  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=887585698 TSecr=0 WS=128
11,0.057645,192.168.11.43,192.168.11.44,TCP,74,0.000172,,,"6000  >  57962 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1294035782 TSecr=887585698 WS=128"
12,0.06463,192.168.11.44,192.168.11.43,TCP,66,0.006985,,,57962  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=887585708 TSecr=1294035782
13,0.065191,192.168.11.44,192.168.11.43,TCP,93,0.000561,,,"57962  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=887585709 TSecr=1294035782 [TCP segment of a reassembled PDU]"
14,0.065269,192.168.11.43,192.168.11.44,TCP,66,0.000078,,,6000  >  57962 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1294035789 TSecr=887585709
15,0.065337,192.168.11.44,192.168.11.43,TCP,66,0.000068,,,"57962  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=887585709 TSecr=1294035782"
16,0.066872,192.168.11.43,192.168.11.44,TCP,66,0.001535,,,"6000  >  57962 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1294035791 TSecr=887585709"
17,0.072092,192.168.11.44,192.168.11.43,TCP,66,0.00522,,,57962  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=887585716 TSecr=1294035791
18,7.264137,192.168.11.43,192.168.11.24,TCP,74,7.192045,,,40188  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=193280412 TSecr=0 WS=128
19,7.270775,192.168.11.24,192.168.11.43,TCP,74,0.006638,,,"6000  >  40188 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2888955118 TSecr=193280412 WS=128"
20,7.270882,192.168.11.43,192.168.11.24,TCP,66,0.000107,,,40188  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=193280419 TSecr=2888955118
21,7.271063,192.168.11.43,192.168.11.24,TCP,93,0.000181,,,"40188  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=193280419 TSecr=2888955118 [TCP segment of a reassembled PDU]"
22,7.271208,192.168.11.43,192.168.11.24,TCP,66,0.000145,,,"40188  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=193280419 TSecr=2888955118"
23,7.278399,192.168.11.24,192.168.11.43,TCP,66,0.007191,,,6000  >  40188 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=2888955126 TSecr=193280419
24,7.278616,192.168.11.24,192.168.11.43,TCP,66,0.000217,,,"6000  >  40188 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=2888955127 TSecr=193280419"
25,7.27866,192.168.11.43,192.168.11.24,TCP,66,0.000044,,,40188  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=193280427 TSecr=2888955127
26,7.313596,192.168.11.43,255.255.255.255,UDP,209,0.034936,Ÿ,7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303033222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,42784  >  7000 Len=167
27,7.32698,192.168.11.44,192.168.11.43,TCP,74,0.013384,œ,,57966  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=887592971 TSecr=0 WS=128
28,7.327153,192.168.11.43,192.168.11.44,TCP,74,0.000173,,,"6000  >  57966 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1294043051 TSecr=887592971 WS=128"
29,7.333659,192.168.11.44,192.168.11.43,TCP,66,0.006506,,,57966  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=887592978 TSecr=1294043051
30,7.334092,192.168.11.44,192.168.11.43,TCP,93,0.000433,,,"57966  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=887592978 TSecr=1294043051 [TCP segment of a reassembled PDU]"
31,7.334156,192.168.11.43,192.168.11.44,TCP,66,0.000064,,,6000  >  57966 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1294043058 TSecr=887592978
32,7.334209,192.168.11.44,192.168.11.43,TCP,66,0.000053,,,"57966  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=887592978 TSecr=1294043051"
33,7.335072,192.168.11.43,192.168.11.44,TCP,66,0.000863,,,"6000  >  57966 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1294043059 TSecr=887592978"
34,7.347255,192.168.11.44,192.168.11.43,TCP,66,0.012183,,,57966  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=887592990 TSecr=1294043059
