No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Data,Info
1,0,192.168.11.24,192.168.11.41,TCP,74,0,,,45990  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=28970220 TSecr=0 WS=128
2,0.006811,192.168.11.41,192.168.11.24,TCP,74,0.006811,,,"6000  >  45990 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=267472042 TSecr=28970220 WS=128"
3,0.006912,192.168.11.24,192.168.11.41,TCP,66,0.000101,,,45990  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=28970230 TSecr=267472042
4,0.007064,192.168.11.24,192.168.11.41,TCP,93,0.000152,,,"45990  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=28970230 TSecr=267472042 [TCP segment of a reassembled PDU]"
5,0.007186,192.168.11.24,192.168.11.41,TCP,66,0.000122,,,"45990  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=28970230 TSecr=267472042"
6,0.014255,192.168.11.41,192.168.11.24,TCP,66,0.007069,,,6000  >  45990 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=267472049 TSecr=28970230
7,0.014502,192.168.11.41,192.168.11.24,TCP,66,0.000247,,,"6000  >  45990 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=267472051 TSecr=28970230"
8,0.014546,192.168.11.24,192.168.11.41,TCP,66,0.000044,,,45990  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=28970238 TSecr=267472051
9,0.044928,192.168.11.24,255.255.255.255,UDP,209,0.030382,Ÿ,7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303032222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,38474  >  7000 Len=167
10,0.056159,192.168.11.43,192.168.11.24,TCP,74,0.011231,œ,,36742  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=193273145 TSecr=0 WS=128
