No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Data,Info
1,0,192.168.11.31,192.168.11.29,TCP,74,0,,,58468  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2641581813 TSecr=0 WS=128
2,0.007033,192.168.11.29,192.168.11.31,TCP,74,0.007033,,,"6000  >  58468 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4003233344 TSecr=2641581813 WS=128"
3,0.007137,192.168.11.31,192.168.11.29,TCP,66,0.000104,,,58468  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2641581823 TSecr=4003233344
4,0.007325,192.168.11.31,192.168.11.29,TCP,93,0.000188,,,"58468  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2641581823 TSecr=4003233344 [TCP segment of a reassembled PDU]"
5,0.007486,192.168.11.31,192.168.11.29,TCP,66,0.000161,,,"58468  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2641581824 TSecr=4003233344"
6,0.021567,192.168.11.29,192.168.11.31,TCP,66,0.014081,,,6000  >  58468 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=4003233358 TSecr=2641581823
7,0.024124,192.168.11.29,192.168.11.31,TCP,66,0.002557,,,"6000  >  58468 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=4003233360 TSecr=2641581824"
8,0.024169,192.168.11.31,192.168.11.29,TCP,66,0.000045,,,58468  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=2641581840 TSecr=4003233360
9,0.05767,192.168.11.31,255.255.255.255,UDP,209,0.033501,Ÿ,7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022343434222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,60101  >  7000 Len=167
10,0.070068,192.168.11.15,192.168.11.31,TCP,74,0.012398,œ,,36450  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3103944031 TSecr=0 WS=128
